DATE_TIME_UTC,DATE_TIME_LOCAL,REGION_ID,REGION_NAME,LOAD_MW,LOAD_FORECAST_MW,SOLAR_MW,SOLAR_FORECAST_MW,WIND_MW,WIND_FORECAST_MW,GENERATION_MW,GENERATION_FORECAST_MW,NET_LOAD_MW,SOLAR_SHARE_PERCENT
2025-03-01 08:00:00+00:00,2025-03-01 00:00:00,caiso,CAISO,20713,20503.92,-31.63371,0.0,1385.44606,1404.61,1353.81235,1404.61,19359.18765,-0.15272394148602325
2025-03-01 09:00:00+00:00,2025-03-01 01:00:00,caiso,CAISO,19824,19686.59,-30.660829999999997,0.0,1518.07748,1739.4299999999998,1487.41665,1739.4299999999998,18336.58335,-0.15466520379338175
2025-03-01 10:00:00+00:00,2025-03-01 02:00:00,caiso,CAISO,19260,18986.67,-32.4645,0.0,2023.0418,2172.4500000000003,1990.5773,2172.4500000000003,17269.4227,-0.16855919003115263
2025-03-01 11:00:00+00:00,2025-03-01 03:00:00,caiso,CAISO,18827,18756.07,-31.546689999999998,0.0,2538.6987999999997,2550.73,2507.1521099999995,2550.73,16319.84789,-0.1675608965846922
2025-03-01 12:00:00+00:00,2025-03-01 04:00:00,caiso,CAISO,18881,18819.01,-30.98296,0.0,3067.8907799999997,2681.32,3036.90782,2681.32,15844.092180000001,-0.16409596949314126
2025-03-01 13:00:00+00:00,2025-03-01 05:00:00,caiso,CAISO,19389,19351.25,-29.851399999999998,1.46,3038.7512100000004,2579.89,3008.8998100000003,2581.35,16380.10019,-0.153960493063077
2025-03-01 14:00:00+00:00,2025-03-01 06:00:00,caiso,CAISO,20045,20044.56,501.69226999999995,1108.9,2988.44293,2440.24,3490.1352,3549.14,16554.8648,2.502829982539286
2025-03-01 15:00:00+00:00,2025-03-01 07:00:00,caiso,CAISO,20458,20069.46,4493.34625,6173.22,2329.2660699999997,2316.79,6822.612319999999,8490.01,13635.387680000002,21.963761120344117
2025-03-01 16:00:00+00:00,2025-03-01 08:00:00,caiso,CAISO,20721,19548.64,9434.43901,11953.380000000001,2296.29221,2192.65,11730.73122,14146.03,8990.26878,45.53080937213455
2025-03-01 17:00:00+00:00,2025-03-01 09:00:00,caiso,CAISO,20823,18582.07,10818.18871,14588.42,2233.56398,2128.23,13051.752690000001,16716.65,7771.24731,51.95307453296836
2025-03-01 18:00:00+00:00,2025-03-01 10:00:00,caiso,CAISO,21284,17360.73,12537.31646,15392.01,2446.61302,2104.72,14983.929479999999,17496.73,6300.07052,58.90488846081564
2025-03-01 19:00:00+00:00,2025-03-01 11:00:00,caiso,CAISO,21748,16077.16,13242.42813,15571.24,2966.70844,2210.17,16209.13657,17781.41,5538.863429999999,60.89032614493287
2025-03-01 20:00:00+00:00,2025-03-01 12:00:00,caiso,CAISO,21190,15281.55,12627.90375,15476.23,3411.42882,2605.72,16039.332569999999,18081.95,5150.66743,59.593693959414814
2025-03-01 21:00:00+00:00,2025-03-01 13:00:00,caiso,CAISO,21247,15167.27,12628.60738,15237.11,3770.4614699999997,3128.6500000000005,16399.06885,18365.760000000002,4847.93115,59.43713173624512
2025-03-01 22:00:00+00:00,2025-03-01 14:00:00,caiso,CAISO,21226,15910.16,12276.725260000001,14780.270000000002,3885.48889,3551.63,16162.214150000002,18331.9,5063.785849999998,57.83814783755772
2025-03-01 23:00:00+00:00,2025-03-01 15:00:00,caiso,CAISO,21328,17344.79,11460.48033,12938.5,4174.59775,3913.01,15635.07808,16851.510000000002,5692.92192,53.73443515566392
2025-03-02 00:00:00+00:00,2025-03-01 16:00:00,caiso,CAISO,20943,19572.66,6302.4481,7284.55,4687.52852,4124.07,10989.97662,11408.619999999999,9953.02338,30.093339540657976
2025-03-02 01:00:00+00:00,2025-03-01 17:00:00,caiso,CAISO,22375,22209.5,570.3684000000001,1461.26,4280.11445,4056.0,4850.48285,5517.26,17524.51715,2.5491325139664807
2025-03-02 02:00:00+00:00,2025-03-01 18:00:00,caiso,CAISO,23726,23693.41,-31.322829999999996,0.0,3822.96644,3935.64,3791.64361,3935.64,19934.35639,-0.13201900868245806
2025-03-02 03:00:00+00:00,2025-03-01 19:00:00,caiso,CAISO,23447,23504.79,-22.08348,0.0,3955.33025,3949.09,3933.24677,3949.09,19513.753230000002,-0.09418467181302513
2025-03-02 04:00:00+00:00,2025-03-01 20:00:00,caiso,CAISO,22971,22964.34,-19.794150000000002,0.0,4208.84154,3993.2499999999995,4189.047390000001,3993.2499999999995,18781.95261,-0.08617017108528145
2025-03-02 05:00:00+00:00,2025-03-01 21:00:00,caiso,CAISO,22389,22402.26,-26.212610000000005,0.0,4046.6024,3922.65,4020.38979,3922.65,18368.61021,-0.11707807405422307
2025-03-02 06:00:00+00:00,2025-03-01 22:00:00,caiso,CAISO,21526,21367.36,-23.945520000000002,0.0,3954.70138,3722.0399999999995,3930.7558599999998,3722.0399999999995,17595.244140000003,-0.1112399888506922
2025-03-02 07:00:00+00:00,2025-03-01 23:00:00,caiso,CAISO,20617,20428.73,-22.386069999999997,0.0,3200.16255,3498.2200000000003,3177.77648,3498.2200000000003,17439.22352,-0.108580637338119
2025-03-02 08:00:00+00:00,2025-03-02 00:00:00,caiso,CAISO,20361,20253.96,11.88587,0.0,3334.03281,3886.9,3345.91868,3886.9,17015.08132,0.05837566917145523
2025-03-02 09:00:00+00:00,2025-03-02 01:00:00,caiso,CAISO,19485,19508.22,-20.332639999999998,0.0,3102.8832700000003,3583.5699999999997,3082.55063,3583.5699999999997,16402.449370000002,-0.10435021811649986
2025-03-02 10:00:00+00:00,2025-03-02 02:00:00,caiso,CAISO,19129,18836.28,65.30011,0.0,3831.1020599999997,3434.55,3896.40217,3434.55,15232.59783,0.3413670866224058
2025-03-02 11:00:00+00:00,2025-03-02 03:00:00,caiso,CAISO,18739,18499.32,-24.63092,0.0,3883.28734,3434.51,3858.65642,3434.51,14880.34358,-0.1314420193179999
2025-03-02 12:00:00+00:00,2025-03-02 04:00:00,caiso,CAISO,18696,18450.71,-23.94185,0.0,3609.78565,3278.4800000000005,3585.8437999999996,3278.4800000000005,15110.1562,-0.128058675652546
2025-03-02 13:00:00+00:00,2025-03-02 05:00:00,caiso,CAISO,18989,18866.59,-18.462219999999995,2.92,3174.1593399999997,3014.3599999999997,3155.69712,3017.2799999999997,15833.302880000001,-0.09722586760756224
2025-03-02 14:00:00+00:00,2025-03-02 06:00:00,caiso,CAISO,19491,19513.9,972.8955000000001,1217.75,2425.5198499999997,2852.93,3398.4153499999998,4070.68,16092.58465,4.991511466830845
2025-03-02 15:00:00+00:00,2025-03-02 07:00:00,caiso,CAISO,20655,19568.74,6763.151609999999,6183.58,2928.8324199999997,2830.7999999999997,9691.98403,9014.38,10963.01597,32.74341132897603
2025-03-02 16:00:00+00:00,2025-03-02 08:00:00,caiso,CAISO,22570,19267.11,11236.85918,11502.9,3178.7312600000005,3093.1,14415.59044,14596.0,8154.40956,49.78670438635356
2025-03-02 17:00:00+00:00,2025-03-02 09:00:00,caiso,CAISO,22804,18806.3,11231.169810000001,13801.91,3364.04107,3475.8299999999995,14595.210880000002,17277.739999999998,8208.789119999998,49.25087620592879
2025-03-02 18:00:00+00:00,2025-03-02 10:00:00,caiso,CAISO,22652,18008.0,11356.95018,14470.26,3228.9335199999996,3671.18,14585.883699999998,18141.44,8066.116300000001,50.13663332156101
2025-03-02 19:00:00+00:00,2025-03-02 11:00:00,caiso,CAISO,22068,17056.28,10862.06958,14528.11,3185.07296,3814.37,14047.142539999999,18342.48,8020.857460000001,49.2209061990212
2025-03-02 20:00:00+00:00,2025-03-02 12:00:00,caiso,CAISO,20972,16485.37,10257.59356,14291.64,3066.93266,3973.16,13324.52622,18264.8,7647.47378,48.91089814991417
2025-03-02 21:00:00+00:00,2025-03-02 13:00:00,caiso,CAISO,20764,16416.97,10021.45992,13910.31,3268.67742,4063.0499999999997,13290.13734,17973.36,7473.862660000001,48.263628973222886
2025-03-02 22:00:00+00:00,2025-03-02 14:00:00,caiso,CAISO,19335,16953.24,8937.084569999999,13292.720000000001,3709.3615999999997,4072.66,12646.44617,17365.38,6688.553830000001,46.22231481768813
