DATE_TIME_UTC,DATE_TIME_LOCAL,REGION_ID,REGION_NAME,LOAD_MW,LOAD_FORECAST_MW,SOLAR_MW,SOLAR_FORECAST_MW,WIND_MW,WIND_FORECAST_MW,GENERATION_MW,GENERATION_FORECAST_MW,NET_LOAD_MW,SOLAR_SHARE_PERCENT
2025-07-01 07:00:00+00:00,2025-07-01 00:00:00,caiso,CAISO,27206,26546.75,-30.32546,0.0,3569.4369999999994,3245.36,3539.1115399999994,3245.36,23666.888460000002,-0.11146607366022201
2025-07-01 08:00:00+00:00,2025-07-01 01:00:00,caiso,CAISO,25411,24971.86,151.9659,0.0,3399.2688299999995,3092.21,3551.2347299999997,3092.21,21859.76527,0.5980319546653025
2025-07-01 09:00:00+00:00,2025-07-01 02:00:00,caiso,CAISO,24401,23670.59,-31.791769999999996,0.0,3228.8354,2903.26,3197.04363,2903.26,21203.95637,-0.13028879963935902
2025-07-01 10:00:00+00:00,2025-07-01 03:00:00,caiso,CAISO,23603,22977.62,-31.755969999999998,0.0,3018.97732,2772.04,2987.22135,2772.04,20615.77865,-0.13454209210693555
2025-07-01 11:00:00+00:00,2025-07-01 04:00:00,caiso,CAISO,23655,22990.22,-31.626720000000002,0.0,2899.5063,2701.32,2867.87958,2701.32,20787.12042,-0.1336999365884591
2025-07-01 12:00:00+00:00,2025-07-01 05:00:00,caiso,CAISO,24289,23627.79,15.69373,56.24,2741.95299,2556.14,2757.64672,2612.3799999999997,21531.35328,0.06461249948536375
2025-07-01 13:00:00+00:00,2025-07-01 06:00:00,caiso,CAISO,25225,24330.47,3339.66687,3576.13,2345.76344,2382.65,5685.43031,5958.780000000001,19539.56969,13.239511873141725
2025-07-01 14:00:00+00:00,2025-07-01 07:00:00,caiso,CAISO,27414,24956.78,9721.35818,11038.33,2073.3633,1957.39,11794.72148,12995.72,15619.27852,35.4612905084993
2025-07-01 15:00:00+00:00,2025-07-01 08:00:00,caiso,CAISO,29359,24689.46,14041.71567,15869.14,1633.33786,1551.36,15675.05353,17420.5,13683.94647,47.82763605708641
2025-07-01 16:00:00+00:00,2025-07-01 09:00:00,caiso,CAISO,29060,23832.68,15382.0947,17422.91,1429.2514999999999,1299.88,16811.3462,18722.79,12248.6538,52.93219098417068
2025-07-01 17:00:00+00:00,2025-07-01 10:00:00,caiso,CAISO,28693,23308.88,16064.06327,18115.690000000002,1245.6059500000001,1139.55,17309.66922,19255.24,11383.33078,55.98600101069947
2025-07-01 18:00:00+00:00,2025-07-01 11:00:00,caiso,CAISO,28145,23403.87,16262.36334,18452.71,1070.60702,1215.34,17332.97036,19668.05,10812.02964,57.780647859300046
2025-07-01 19:00:00+00:00,2025-07-01 12:00:00,caiso,CAISO,27566,24078.51,15812.85513,18496.99,1163.72543,1432.26,16976.58056,19929.25,10589.41944,57.363618696945515
2025-07-01 20:00:00+00:00,2025-07-01 13:00:00,caiso,CAISO,27980,25520.44,15345.66958,18403.25,1362.24594,1674.32,16707.91552,20077.57,11272.08448,54.845137884203
2025-07-01 21:00:00+00:00,2025-07-01 14:00:00,caiso,CAISO,29280,27358.12,15337.224499999998,18194.010000000002,1548.92538,1895.8100000000002,16886.149879999997,20089.820000000003,12393.850120000001,52.38123121584699
2025-07-01 22:00:00+00:00,2025-07-01 15:00:00,caiso,CAISO,31282,29537.91,15537.54475,17777.43,1589.89488,2118.85,17127.43963,19896.28,14154.560370000001,49.669281855380085
2025-07-01 23:00:00+00:00,2025-07-01 16:00:00,caiso,CAISO,32879,31648.0,15320.679929999998,17099.39,1589.93702,2395.56,16910.61695,19494.95,15968.383050000002,46.59715906809817
2025-07-02 00:00:00+00:00,2025-07-01 17:00:00,caiso,CAISO,34913,33800.02,13294.717770000001,15072.099999999999,1799.94973,2573.77,15094.667500000001,17645.87,19818.332499999997,38.079562827600036
2025-07-02 01:00:00+00:00,2025-07-01 18:00:00,caiso,CAISO,35612,35154.69,8509.945010000001,9381.470000000001,2034.53404,2777.99,10544.479050000002,12159.460000000001,25067.52095,23.896284988206226
2025-07-02 02:00:00+00:00,2025-07-01 19:00:00,caiso,CAISO,35024,35133.68,2028.20391,2519.01,2342.42893,3095.46,4370.63284,5614.47,30653.36716,5.790897413202376
2025-07-02 03:00:00+00:00,2025-07-01 20:00:00,caiso,CAISO,34282,34230.69,-5.05214,10.92,2793.0487399999997,3379.92,2787.9966,3390.84,31494.0034,-0.014737004842191237
2025-07-02 04:00:00+00:00,2025-07-01 21:00:00,caiso,CAISO,33384,33151.8,-23.51847,0.0,3022.45278,3521.3700000000003,2998.93431,3521.3700000000003,30385.065690000003,-0.07044832854061826
2025-07-02 05:00:00+00:00,2025-07-01 22:00:00,caiso,CAISO,31193,30800.33,-19.39257,0.0,3255.4143900000004,3663.82,3236.0218200000004,3663.82,27956.97818,-0.06216962138941429
2025-07-02 06:00:00+00:00,2025-07-01 23:00:00,caiso,CAISO,28849,28288.51,-20.429699999999997,0.0,3752.26055,3616.11,3731.83085,3616.11,25117.16915,-0.0708159728240147
2025-07-02 07:00:00+00:00,2025-07-02 00:00:00,caiso,CAISO,27333,26491.57,-19.700560000000003,0.0,4014.36124,3309.1599999999994,3994.66068,3309.1599999999994,23338.33932,-0.07207609848900598
2025-07-02 08:00:00+00:00,2025-07-02 01:00:00,caiso,CAISO,26125,25022.86,-49.71808,0.0,3981.46425,3271.76,3931.74617,3271.76,22193.253829999998,-0.19030844019138757
2025-07-02 09:00:00+00:00,2025-07-02 02:00:00,caiso,CAISO,25350,23839.19,-20.96736,0.0,3689.91019,3227.4,3668.94283,3227.4,21681.05717,-0.08271147928994083
2025-07-02 10:00:00+00:00,2025-07-02 03:00:00,caiso,CAISO,24589,23143.54,-21.52318,0.0,3584.47581,3121.1600000000003,3562.9526299999998,3121.1600000000003,21026.04737,-0.08753174183578023
2025-07-02 11:00:00+00:00,2025-07-02 04:00:00,caiso,CAISO,24448,23261.69,-20.827769999999997,0.0,3636.504,2959.6,3615.67623,2959.6,20832.32377,-0.08519212205497381
2025-07-02 12:00:00+00:00,2025-07-02 05:00:00,caiso,CAISO,24433,23933.66,0.5286099999999991,30.17,3357.36902,2760.27,3357.89763,2790.44,21075.10237,0.0021635083698276886
2025-07-02 13:00:00+00:00,2025-07-02 06:00:00,caiso,CAISO,25083,24665.57,2618.3923099999997,3078.5400000000004,3061.9045100000003,2473.85,5680.29682,5552.39,19402.70318,10.438912051987401
2025-07-02 14:00:00+00:00,2025-07-02 07:00:00,caiso,CAISO,26945,25221.58,8496.745710000001,10064.94,2770.93422,2064.95,11267.679930000002,12129.89,15677.320069999998,31.53366379662275
